Tidspunkt;Vannføring (m³/s)
2011-10-03 11:00:00Z;1.716989
2011-10-04 11:00:00Z;1.426018
2011-10-05 11:00:00Z;1.433707
2011-10-06 11:00:00Z;1.791222
2011-10-07 11:00:00Z;1.266148
2011-10-08 11:00:00Z;0.901851
2011-10-09 11:00:00Z;0.6706931
2011-10-10 11:00:00Z;0.5281597
2011-10-11 11:00:00Z;0.4480459
2011-10-12 11:00:00Z;0.3891301
2011-10-13 11:00:00Z;0.3373555
2011-10-14 11:00:00Z;0.3230337
2011-10-15 11:00:00Z;2.238425
2011-10-16 11:00:00Z;3.912882
2011-10-17 11:00:00Z;3.126492
2011-10-18 11:00:00Z;1.978016
2011-10-19 11:00:00Z;1.311375
2011-10-20 11:00:00Z;1.249679
2011-10-21 11:00:00Z;1.453647
2011-10-22 11:00:00Z;1.044812
2011-10-23 11:00:00Z;0.8082319
2011-10-24 11:00:00Z;0.7916347
2011-10-25 11:00:00Z;0.7826654
2011-10-26 11:00:00Z;0.5873919
2011-10-27 11:00:00Z;0.4675019
2011-10-28 11:00:00Z;0.3836336
2011-10-29 11:00:00Z;0.9077218
2011-10-30 11:00:00Z;3.676131
2011-10-31 11:00:00Z;3.248333
2011-11-01 11:00:00Z;3.024365
2011-11-02 11:00:00Z;3.909677
2011-11-03 11:00:00Z;2.574476
2011-11-04 11:00:00Z;1.661353
2011-11-05 11:00:00Z;1.154838
2011-11-06 11:00:00Z;1.166475
2011-11-07 11:00:00Z;1.946123
2011-11-08 11:00:00Z;1.752535
2011-11-09 11:00:00Z;1.185342
2011-11-10 11:00:00Z;0.8545578
2011-11-11 11:00:00Z;0.7481936
2011-11-12 11:00:00Z;0.6736701
2011-11-13 11:00:00Z;1.061928
2011-11-14 11:00:00Z;1.539931
2011-11-15 11:00:00Z;1.153873
2011-11-16 11:00:00Z;2.163056
2011-11-17 11:00:00Z;2.089581
2011-11-18 11:00:00Z;1.378196
2011-11-19 11:00:00Z;0.9621443
2011-11-20 11:00:00Z;0.68589
2011-11-21 11:00:00Z;0.5655211
2011-11-22 11:00:00Z;1.095933
2011-11-23 11:00:00Z;1.895163
2011-11-24 11:00:00Z;1.808415
2011-11-25 11:00:00Z;1.491923
2011-11-26 11:00:00Z;1.101285
2011-11-27 11:00:00Z;0.8247209
2011-11-28 11:00:00Z;0.6262148
2011-11-29 11:00:00Z;0.5393606
2011-11-30 11:00:00Z;0.822806
2011-12-01 11:00:00Z;1.176703
2011-12-02 11:00:00Z;1.305892
2011-12-03 11:00:00Z;0.9888849
2011-12-04 11:00:00Z;0.7258898
2011-12-05 11:00:00Z;0.5556409
2011-12-06 11:00:00Z;0.4317892
2011-12-07 11:00:00Z;0.3511624
2011-12-08 11:00:00Z;0.286454
2011-12-09 11:00:00Z;0.235702
2011-12-10 11:00:00Z;0.1918463
2011-12-11 11:00:00Z;0.1776591
2011-12-12 11:00:00Z;0.1638757
2011-12-13 11:00:00Z;0.1412291
2011-12-14 11:00:00Z;0.1201654
2011-12-15 11:00:00Z;0.1011
2011-12-16 11:00:00Z;0.08848767
2011-12-17 11:00:00Z;0.07777765
2011-12-18 11:00:00Z;0.06839222
2011-12-19 11:00:00Z;0.05886696
2011-12-20 11:00:00Z;0.05213335
2011-12-21 11:00:00Z;0.04616869
2011-12-22 11:00:00Z;0.04264782
2011-12-23 11:00:00Z;0.128816
2011-12-24 11:00:00Z;0.5221084
2011-12-25 11:00:00Z;0.6117971
2011-12-26 11:00:00Z;0.6170205
2011-12-27 11:00:00Z;0.5183846
2011-12-28 11:00:00Z;0.3814999
2011-12-29 11:00:00Z;0.26705
2011-12-30 11:00:00Z;0.2060099
2011-12-31 11:00:00Z;0.1754901
2012-01-01 11:00:00Z;0.1525999
2012-01-02 11:00:00Z;0.1364375
2012-01-03 11:00:00Z;0.1203805
2012-01-04 11:00:00Z;0.1025903
2012-01-05 11:00:00Z;0.08545038
2012-01-06 11:00:00Z;0.07237905
2012-01-07 11:00:00Z;0.06074765
2012-01-08 11:00:00Z;0.05206157
2012-01-09 11:00:00Z;0.04660983
2012-01-10 11:00:00Z;0.04489093
2012-01-11 11:00:00Z;0.08969828
2012-01-12 11:00:00Z;0.1029396
2012-01-13 11:00:00Z;0.0955813
2012-01-14 11:00:00Z;0.09219079
2012-01-15 11:00:00Z;0.1355235
2012-01-16 11:00:00Z;0.3651455
2012-01-17 11:00:00Z;0.3631179
2012-01-18 11:00:00Z;0.3174058
2012-01-19 11:00:00Z;0.2586805
2012-01-20 11:00:00Z;0.212127
2012-01-21 11:00:00Z;0.1734543
2012-01-22 11:00:00Z;0.1433908
2012-01-23 11:00:00Z;0.1241259
2012-01-24 11:00:00Z;0.09795599
2012-01-25 11:00:00Z;0.08435894
2012-01-26 11:00:00Z;0.07595684
2012-01-27 11:00:00Z;0.06028438
2012-01-28 11:00:00Z;0.05434613
2012-01-29 11:00:00Z;0.04695051
2012-01-30 11:00:00Z;0.04307235
2012-01-31 11:00:00Z;0.03359288
2012-02-01 11:00:00Z;0.02816595
2012-02-02 11:00:00Z;0.02556274
2012-02-03 11:00:00Z;0.02339797
2012-02-04 11:00:00Z;0.02252916
2012-02-05 11:00:00Z;0.02284115
2012-02-06 11:00:00Z;0.0189494
2012-02-07 11:00:00Z;0.01441288
2012-02-08 11:00:00Z;0.02038179
2012-02-09 11:00:00Z;0.02308243
2012-02-10 11:00:00Z;0.1033896
2012-02-11 11:00:00Z;0.7414167
2012-02-12 11:00:00Z;0.9924773
2012-02-13 11:00:00Z;0.6497188
2012-02-14 11:00:00Z;0.4498755
2012-02-15 11:00:00Z;0.3289775
2012-02-16 11:00:00Z;0.2780371
2012-02-17 11:00:00Z;0.2887527
2012-02-18 11:00:00Z;0.2700798
2012-02-19 11:00:00Z;0.2253536
2012-02-20 11:00:00Z;0.1978193
2012-02-21 11:00:00Z;0.18312
2012-02-22 11:00:00Z;0.1719291
2012-02-23 11:00:00Z;0.1626464
2012-02-24 11:00:00Z;0.1533631
2012-02-25 11:00:00Z;0.1454789
2012-02-26 11:00:00Z;0.1375941
2012-02-27 11:00:00Z;0.1297099
2012-02-28 11:00:00Z;0.131313
2012-02-29 11:00:00Z;0.1297253
2012-03-01 11:00:00Z;0.2507039
2012-03-02 11:00:00Z;0.54963
2012-03-03 11:00:00Z;0.4203834
2012-03-04 11:00:00Z;0.3376215
2012-03-05 11:00:00Z;0.2640155
2012-03-06 11:00:00Z;0.2087217
2012-03-07 11:00:00Z;0.1709775
2012-03-08 11:00:00Z;0.16032
2012-03-09 11:00:00Z;0.1527137
2012-03-10 11:00:00Z;0.1836595
2012-03-11 11:00:00Z;0.1900236
2012-03-12 11:00:00Z;0.2055972
2012-03-13 11:00:00Z;0.2226358
2012-03-14 11:00:00Z;0.1998579
2012-03-15 11:00:00Z;0.2262433
2012-03-16 11:00:00Z;0.3679804
2012-03-17 11:00:00Z;0.7490714
2012-03-18 11:00:00Z;0.5341001
2012-03-19 11:00:00Z;0.4002821
2012-03-20 11:00:00Z;0.3122441
2012-03-21 11:00:00Z;0.2699861
2012-03-22 11:00:00Z;0.2687095
2012-03-23 11:00:00Z;0.3001406
2012-03-24 11:00:00Z;0.2917171
2012-03-25 11:00:00Z;0.2591331
2012-03-26 11:00:00Z;0.445501
2012-03-27 11:00:00Z;1.023587
2012-03-28 11:00:00Z;1.523294
2012-03-29 11:00:00Z;1.147365
2012-03-30 11:00:00Z;0.8820707
2012-03-31 11:00:00Z;0.6015164
2012-04-01 11:00:00Z;0.4175053
2012-04-02 11:00:00Z;0.3097947
2012-04-03 11:00:00Z;0.2688965
2012-04-04 11:00:00Z;0.2230158
2012-04-05 11:00:00Z;0.2046412
2012-04-06 11:00:00Z;0.1880627
2012-04-07 11:00:00Z;0.1796018
2012-04-08 11:00:00Z;0.1856852
2012-04-09 11:00:00Z;0.1632828
2012-04-10 11:00:00Z;0.1468645
2012-04-11 11:00:00Z;0.1436035
2012-04-12 11:00:00Z;0.148576
2012-04-13 11:00:00Z;0.1497258
2012-04-14 11:00:00Z;0.1482989
2012-04-15 11:00:00Z;0.1495838
2012-04-16 11:00:00Z;0.1365312
2012-04-17 11:00:00Z;0.1277514
2012-04-18 11:00:00Z;0.1231963
2012-04-19 11:00:00Z;0.1177179
2012-04-20 11:00:00Z;0.1140708
2012-04-21 11:00:00Z;0.1106625
2012-04-22 11:00:00Z;0.1086145
2012-04-23 11:00:00Z;0.1088923
2012-04-24 11:00:00Z;0.1086543
2012-04-25 11:00:00Z;0.1184068
2012-04-26 11:00:00Z;0.1450433
2012-04-27 11:00:00Z;0.1914414
2012-04-28 11:00:00Z;0.3711116
2012-04-29 11:00:00Z;0.4510351
2012-04-30 11:00:00Z;0.5313628
2012-05-01 11:00:00Z;0.5950561
2012-05-02 11:00:00Z;0.8008394
2012-05-03 11:00:00Z;0.7405165
2012-05-04 11:00:00Z;0.6327167
2012-05-05 11:00:00Z;0.4780532
2012-05-06 11:00:00Z;0.3947404
2012-05-07 11:00:00Z;0.3712704
2012-05-08 11:00:00Z;0.4370814
2012-05-09 11:00:00Z;0.4160379
2012-05-10 11:00:00Z;0.3858812
2012-05-11 11:00:00Z;0.384572
2012-05-12 11:00:00Z;0.3825896
2012-05-13 11:00:00Z;0.356576
2012-05-14 11:00:00Z;0.3515217
2012-05-15 11:00:00Z;0.5217447
2012-05-16 11:00:00Z;0.5088478
2012-05-17 11:00:00Z;0.6903493
2012-05-18 11:00:00Z;0.6903493
2012-05-19 11:00:00Z;0.9991989
2012-05-20 11:00:00Z;1.048628
2012-05-21 11:00:00Z;0.7471647
2012-05-22 11:00:00Z;0.6099834
2012-05-23 11:00:00Z;0.5338421
2012-05-24 11:00:00Z;0.6612958
2012-05-25 11:00:00Z;1.110832
2012-05-26 11:00:00Z;1.739146
2012-05-27 11:00:00Z;1.866289
2012-05-28 11:00:00Z;2.276072
2012-05-29 11:00:00Z;1.914753
2012-05-30 11:00:00Z;1.278822
2012-05-31 11:00:00Z;0.9062067
2012-06-01 11:00:00Z;0.7165348
2012-06-02 11:00:00Z;0.6254694
2012-06-03 11:00:00Z;0.5801837
2012-06-04 11:00:00Z;0.6002636
2012-06-05 11:00:00Z;0.6685016
2012-06-06 11:00:00Z;0.778546
2012-06-07 11:00:00Z;0.8296199
2012-06-08 11:00:00Z;0.825743
2012-06-09 11:00:00Z;0.7401658
2012-06-10 11:00:00Z;0.6635256
2012-06-11 11:00:00Z;0.6146179
2012-06-12 11:00:00Z;0.5834822
2012-06-13 11:00:00Z;0.5865808
2012-06-14 11:00:00Z;0.588724
2012-06-15 11:00:00Z;0.6010525
2012-06-16 11:00:00Z;0.6254913
2012-06-17 11:00:00Z;0.6915647
2012-06-18 11:00:00Z;0.917013
2012-06-19 11:00:00Z;1.333466
2012-06-20 11:00:00Z;1.808626
2012-06-21 11:00:00Z;1.855326
2012-06-22 11:00:00Z;1.549007
2012-06-23 11:00:00Z;1.269347
2012-06-24 11:00:00Z;1.099742
2012-06-25 11:00:00Z;1.040695
2012-06-26 11:00:00Z;0.9908895
2012-06-27 11:00:00Z;0.9358613
2012-06-28 11:00:00Z;0.8827837
2012-06-29 11:00:00Z;0.7864323
2012-06-30 11:00:00Z;0.6958975
2012-07-01 11:00:00Z;0.9248816
2012-07-02 11:00:00Z;1.374166
2012-07-03 11:00:00Z;1.988097
2012-07-04 11:00:00Z;1.535792
2012-07-05 11:00:00Z;1.179513
2012-07-06 11:00:00Z;1.652191
2012-07-07 11:00:00Z;1.611385
2012-07-08 11:00:00Z;1.198162
2012-07-09 11:00:00Z;0.9560614
2012-07-10 11:00:00Z;0.7836921
2012-07-11 11:00:00Z;0.6677502
2012-07-12 11:00:00Z;0.5857033
2012-07-13 11:00:00Z;0.5630578
2012-07-14 11:00:00Z;0.7929528
2012-07-15 11:00:00Z;3.198486
2012-07-16 11:00:00Z;2.740373
2012-07-17 11:00:00Z;3.643516
2012-07-18 11:00:00Z;2.836289
2012-07-19 11:00:00Z;1.81192
2012-07-20 11:00:00Z;1.266293
2012-07-21 11:00:00Z;1.009051
2012-07-22 11:00:00Z;0.8317891
2012-07-23 11:00:00Z;0.9125397
2012-07-24 11:00:00Z;2.500505
2012-07-25 11:00:00Z;4.438931
2012-07-26 11:00:00Z;3.819945
2012-07-27 11:00:00Z;2.328494
2012-07-28 11:00:00Z;1.502876
2012-07-29 11:00:00Z;1.205574
2012-07-30 11:00:00Z;0.9797539
2012-07-31 11:00:00Z;0.7799053
2012-08-01 11:00:00Z;0.6867828
2012-08-02 11:00:00Z;0.5994369
2012-08-03 11:00:00Z;0.5504545
2012-08-04 11:00:00Z;0.4787148
2012-08-05 11:00:00Z;0.4041018
2012-08-06 11:00:00Z;0.358013
2012-08-07 11:00:00Z;0.3087156
2012-08-08 11:00:00Z;0.2833741
2012-08-09 11:00:00Z;0.2621107
2012-08-10 11:00:00Z;0.2377762
2012-08-11 11:00:00Z;0.4368706
2012-08-12 11:00:00Z;0.5323929
2012-08-13 11:00:00Z;0.5883584
2012-08-14 11:00:00Z;0.509482
2012-08-15 11:00:00Z;0.4371686
2012-08-16 11:00:00Z;0.387107
2012-08-17 11:00:00Z;0.3074732
2012-08-18 11:00:00Z;0.2652873
2012-08-19 11:00:00Z;0.234094
2012-08-20 11:00:00Z;0.1883167
2012-08-21 11:00:00Z;0.1549045
2012-08-22 11:00:00Z;0.1510854
2012-08-23 11:00:00Z;0.1339789
2012-08-24 11:00:00Z;0.1567871
2012-08-25 11:00:00Z;0.2299732
2012-08-26 11:00:00Z;0.309145
2012-08-27 11:00:00Z;0.3220144
2012-08-28 11:00:00Z;0.2575973
2012-08-29 11:00:00Z;0.2287731
2012-08-30 11:00:00Z;0.2117421
2012-08-31 11:00:00Z;0.3261208
2012-09-01 11:00:00Z;0.3672072
2012-09-02 11:00:00Z;0.319329
2012-09-03 11:00:00Z;0.7037892
2012-09-04 11:00:00Z;0.976795
2012-09-05 11:00:00Z;0.9565758
2012-09-06 11:00:00Z;0.998033
2012-09-07 11:00:00Z;0.8265923
2012-09-08 11:00:00Z;0.7502251
2012-09-09 11:00:00Z;0.6772928
2012-09-10 11:00:00Z;0.5271456
2012-09-11 11:00:00Z;0.4104356
2012-09-12 11:00:00Z;0.5155854
2012-09-13 11:00:00Z;0.5579169
2012-09-14 11:00:00Z;0.5618702
2012-09-15 11:00:00Z;0.6025174
2012-09-16 11:00:00Z;1.060824
2012-09-17 11:00:00Z;1.50292
2012-09-18 11:00:00Z;1.255286
2012-09-19 11:00:00Z;0.9721892
2012-09-20 11:00:00Z;0.7863493
2012-09-21 11:00:00Z;0.6859684
2012-09-22 11:00:00Z;0.5870904
2012-09-23 11:00:00Z;0.9649044
2012-09-24 11:00:00Z;1.40885
2012-09-25 11:00:00Z;1.133887
2012-09-26 11:00:00Z;0.8513284
2012-09-27 11:00:00Z;0.6114267
2012-09-28 11:00:00Z;0.5112299
2012-09-29 11:00:00Z;0.5370131
2012-09-30 11:00:00Z;0.4776839
2012-10-01 11:00:00Z;0.4061109
2012-10-02 11:00:00Z;0.3496199
2012-10-03 11:00:00Z;0.4727299
2012-10-04 11:00:00Z;0.6013684
2012-10-05 11:00:00Z;0.5886348
2012-10-06 11:00:00Z;0.5416144
2012-10-07 11:00:00Z;0.5267373
2012-10-08 11:00:00Z;0.4625067
2012-10-09 11:00:00Z;0.4006854
2012-10-10 11:00:00Z;0.3723079
2012-10-11 11:00:00Z;0.3628613
2012-10-12 11:00:00Z;0.3338884
2012-10-13 11:00:00Z;0.2948669
2012-10-14 11:00:00Z;0.2710921
2012-10-15 11:00:00Z;0.220507
2012-10-16 11:00:00Z;0.1667306
2012-10-17 11:00:00Z;0.1548944
2012-10-18 11:00:00Z;0.1468285
2012-10-19 11:00:00Z;0.1550519
2012-10-20 11:00:00Z;0.155797
2012-10-21 11:00:00Z;0.144474
2012-10-22 11:00:00Z;0.1289374
2012-10-23 11:00:00Z;0.1723983
2012-10-24 11:00:00Z;0.2745149
2012-10-25 11:00:00Z;0.2639842
2012-10-26 11:00:00Z;0.2961209
2012-10-27 11:00:00Z;0.3284274
2012-10-28 11:00:00Z;0.3068521
2012-10-29 11:00:00Z;0.2809645
2012-10-30 11:00:00Z;0.2301956
2012-10-31 11:00:00Z;0.1976677
2012-11-01 11:00:00Z;0.1996914
2012-11-02 11:00:00Z;0.1833787
2012-11-03 11:00:00Z;0.1591454
2012-11-04 11:00:00Z;0.1590496
2012-11-05 11:00:00Z;0.1610691
2012-11-06 11:00:00Z;0.1250161
2012-11-07 11:00:00Z;0.1279376
2012-11-08 11:00:00Z;0.1896416
2012-11-09 11:00:00Z;0.2202841
2012-11-10 11:00:00Z;0.1846439
2012-11-11 11:00:00Z;0.1804889
2012-11-12 11:00:00Z;0.1825602
2012-11-13 11:00:00Z;0.1885607
2012-11-14 11:00:00Z;0.2239193
2012-11-15 11:00:00Z;0.6614039
2012-11-16 11:00:00Z;0.8688584
2012-11-17 11:00:00Z;1.066711
2012-11-18 11:00:00Z;0.851507
2012-11-19 11:00:00Z;0.9140921
2012-11-20 11:00:00Z;0.9150214
2012-11-21 11:00:00Z;0.948034
2012-11-22 11:00:00Z;1.879557
2012-11-23 11:00:00Z;1.618732
2012-11-24 11:00:00Z;1.132727
2012-11-25 11:00:00Z;0.7869191
2012-11-26 11:00:00Z;0.5906494
2012-11-27 11:00:00Z;0.4718003
2012-11-28 11:00:00Z;0.3767624
2012-11-29 11:00:00Z;0.3167375
2012-11-30 11:00:00Z;0.2667144
2012-12-01 11:00:00Z;0.2317013
2012-12-02 11:00:00Z;0.2016888
2012-12-03 11:00:00Z;0.1816856
2012-12-04 11:00:00Z;0.162716
2012-12-05 11:00:00Z;0.1480556
2012-12-06 11:00:00Z;0.1359792
2012-12-07 11:00:00Z;0.125096
2012-12-08 11:00:00Z;0.1157479
2012-12-09 11:00:00Z;0.1064
2012-12-10 11:00:00Z;0.1007
2012-12-11 11:00:00Z;0.09499998
2012-12-12 11:00:00Z;0.08930004
2012-12-13 11:00:00Z;0.08359999
2012-12-14 11:00:00Z;0.07979998
2012-12-15 11:00:00Z;0.07599999
2012-12-16 11:00:00Z;0.07220005
2012-12-17 11:00:00Z;0.06839995
2012-12-18 11:00:00Z;0.06459999
2012-12-19 11:00:00Z;0.06079999
2012-12-20 11:00:00Z;0.05862867
2012-12-21 11:00:00Z;0.05645741
2012-12-22 11:00:00Z;0.05428608
2012-12-23 11:00:00Z;0.05211394
2012-12-24 11:00:00Z;0.04994265
2012-12-25 11:00:00Z;0.04777127
2012-12-26 11:00:00Z;0.04560001
2012-12-27 11:00:00Z;0.0443331
2012-12-28 11:00:00Z;0.04306692
2012-12-29 11:00:00Z;0.04179997
2012-12-30 11:00:00Z;0.04009496
2012-12-31 11:00:00Z;0.0423029
2013-01-01 11:00:00Z;0.0430996
2013-01-02 11:00:00Z;0.04107041
2013-01-03 11:00:00Z;0.03951996
2013-01-04 11:00:00Z;0.03829636
2013-01-05 11:00:00Z;0.03755159
2013-01-06 11:00:00Z;0.03818242
2013-01-07 11:00:00Z;0.04132879
2013-01-08 11:00:00Z;0.04930121
2013-01-09 11:00:00Z;0.05076797
2013-01-10 11:00:00Z;0.04940755
2013-01-11 11:00:00Z;0.04835882
2013-01-12 11:00:00Z;0.04783441
2013-01-13 11:00:00Z;0.04845763
2013-01-14 11:00:00Z;0.05171041
2013-01-15 11:00:00Z;0.05272125
2013-01-16 11:00:00Z;0.05181678
2013-01-17 11:00:00Z;0.05098839
2013-01-18 11:00:00Z;0.05679693
2013-01-19 11:00:00Z;0.1053029
2013-01-20 11:00:00Z;0.1271116
2013-01-21 11:00:00Z;0.1192744
2013-01-22 11:00:00Z;0.1121837
2013-01-23 11:00:00Z;0.1068712
2013-01-24 11:00:00Z;0.101194
2013-01-25 11:00:00Z;0.09588157
2013-01-26 11:00:00Z;0.09020442
2013-01-27 11:00:00Z;0.08524164
2013-01-28 11:00:00Z;0.08063594
2013-01-29 11:00:00Z;0.0807652
2013-01-30 11:00:00Z;0.08316951
2013-01-31 11:00:00Z;0.08366859
2013-02-01 11:00:00Z;0.09464767
2013-02-02 11:00:00Z;0.08548197
2013-02-03 11:00:00Z;0.08280233
2013-02-04 11:00:00Z;0.0941646
2013-02-05 11:00:00Z;0.09012845
2013-02-06 11:00:00Z;0.08674642
2013-02-07 11:00:00Z;0.08414721
2013-02-08 11:00:00Z;0.0812896
2013-02-09 11:00:00Z;0.07908565
2013-02-10 11:00:00Z;0.07635719
2013-02-11 11:00:00Z;0.07392519
2013-02-12 11:00:00Z;0.07162241
2013-02-13 11:00:00Z;0.06855965
2013-02-14 11:00:00Z;0.06664439
2013-02-15 11:00:00Z;0.06396921
2013-02-16 11:00:00Z;0.06212999
2013-02-17 11:00:00Z;0.05990324
2013-02-18 11:00:00Z;0.05736481
2013-02-19 11:00:00Z;0.05481883
2013-02-20 11:00:00Z;0.05831479
2013-02-21 11:00:00Z;0.06664439
2013-02-22 11:00:00Z;0.07736797
2013-02-23 11:00:00Z;0.103436
2013-02-24 11:00:00Z;0.1550939
2013-02-25 11:00:00Z;0.2433977
2013-02-26 11:00:00Z;0.3756604
2013-02-27 11:00:00Z;0.5471013
2013-02-28 11:00:00Z;0.7898301
2013-03-01 11:00:00Z;0.5667017
2013-03-02 11:00:00Z;0.4344388
2013-03-03 11:00:00Z;0.3364672
2013-03-04 11:00:00Z;0.2580959
2013-03-05 11:00:00Z;0.2175773
2013-03-06 11:00:00Z;0.1803231
2013-03-07 11:00:00Z;0.1666756
2013-03-08 11:00:00Z;0.1534973
2013-03-09 11:00:00Z;0.1422675
2013-03-10 11:00:00Z;0.1403263
2013-03-11 11:00:00Z;0.1359335
2013-03-12 11:00:00Z;0.1271556
2013-03-13 11:00:00Z;0.1315483
2013-03-14 11:00:00Z;0.1271556
2013-03-15 11:00:00Z;0.1227627
2013-03-16 11:00:00Z;0.1236947
2013-03-17 11:00:00Z;0.1146932
2013-03-18 11:00:00Z;0.118213
2013-03-19 11:00:00Z;0.11837
2013-03-20 11:00:00Z;0.1422329
2013-03-21 11:00:00Z;0.1286246
2013-03-22 11:00:00Z;0.1232565
2013-03-23 11:00:00Z;0.1288502
2013-03-24 11:00:00Z;0.1279752
2013-03-25 11:00:00Z;0.1218102
2013-03-26 11:00:00Z;0.1140093
2013-03-27 11:00:00Z;0.1078378
2013-03-28 11:00:00Z;0.09777587
2013-03-29 11:00:00Z;0.09008037
2013-03-30 11:00:00Z;0.07168881
2013-03-31 11:00:00Z;0.08308695
2013-04-01 11:00:00Z;0.08564774
2013-04-02 11:00:00Z;0.05738127
2013-04-03 11:00:00Z;0.06799331
2013-04-04 11:00:00Z;0.07871616
2013-04-05 11:00:00Z;0.1078887
2013-04-06 11:00:00Z;0.1289468
2013-04-07 11:00:00Z;0.1457607
2013-04-08 11:00:00Z;0.1518697
2013-04-09 11:00:00Z;0.1511489
2013-04-10 11:00:00Z;0.1490656
2013-04-11 11:00:00Z;0.1534087
2013-04-12 11:00:00Z;0.1248892
2013-04-13 11:00:00Z;0.09752185
2013-04-14 11:00:00Z;0.08020522
2013-04-15 11:00:00Z;0.07992088
2013-04-16 11:00:00Z;0.1500994
2013-04-17 11:00:00Z;0.353906
2013-04-18 11:00:00Z;0.5129434
2013-04-19 11:00:00Z;0.6790714
2013-04-20 11:00:00Z;0.754905
2013-04-21 11:00:00Z;0.5903998
2013-04-22 11:00:00Z;0.6747858
2013-04-23 11:00:00Z;0.8968138
2013-04-24 11:00:00Z;1.236234
2013-04-25 11:00:00Z;1.172059
2013-04-26 11:00:00Z;0.8955301
2013-04-27 11:00:00Z;0.6797801
2013-04-28 11:00:00Z;0.5275797
2013-04-29 11:00:00Z;0.4908026
2013-04-30 11:00:00Z;0.661067
2013-05-01 11:00:00Z;0.720183
2013-05-02 11:00:00Z;0.6367079
2013-05-03 11:00:00Z;0.750316
2013-05-04 11:00:00Z;0.6919475
2013-05-05 11:00:00Z;0.7350001
2013-05-06 11:00:00Z;1.061
2013-05-07 11:00:00Z;1.957
2013-05-08 11:00:00Z;1.796
2013-05-09 11:00:00Z;1.244
2013-05-10 11:00:00Z;1.121
2013-05-11 11:00:00Z;1.189
2013-05-12 11:00:00Z;1.354
2013-05-13 11:00:00Z;1.544999
2013-05-14 11:00:00Z;1.588
2013-05-15 11:00:00Z;2.404
2013-05-16 11:00:00Z;2.881001
2013-05-17 11:00:00Z;2.765
2013-05-18 11:00:00Z;2.652
2013-05-19 11:00:00Z;2.159
2013-05-20 11:00:00Z;2.362
2013-05-21 11:00:00Z;2.668
2013-05-22 11:00:00Z;2.784
2013-05-23 11:00:00Z;2.504
2013-05-24 11:00:00Z;2.349001
2013-05-25 11:00:00Z;2.584
2013-05-26 11:00:00Z;1.778
2013-05-27 11:00:00Z;2.048
2013-05-28 11:00:00Z;2.015
2013-05-29 11:00:00Z;2.017999
2013-05-30 11:00:00Z;2.064
2013-05-31 11:00:00Z;1.987
2013-06-01 11:00:00Z;1.925
2013-06-02 11:00:00Z;1.737
2013-06-03 11:00:00Z;2.079
2013-06-04 11:00:00Z;1.503
2013-06-05 11:00:00Z;1.204
2013-06-06 11:00:00Z;1.201
2013-06-07 11:00:00Z;1.337
2013-06-08 11:00:00Z;1.245
2013-06-09 11:00:00Z;1.154
2013-06-10 11:00:00Z;1.181
2013-06-11 11:00:00Z;0.9829999
2013-06-12 11:00:00Z;0.8159999
2013-06-13 11:00:00Z;0.7209999
2013-06-14 11:00:00Z;0.7259999
2013-06-15 11:00:00Z;0.7360001
2013-06-16 11:00:00Z;0.7949998
2013-06-17 11:00:00Z;0.7269998
2013-06-18 11:00:00Z;0.662
2013-06-19 11:00:00Z;0.599
2013-06-20 11:00:00Z;0.6799998
2013-06-21 11:00:00Z;0.7350001
2013-06-22 11:00:00Z;0.8869999
2013-06-23 11:00:00Z;1.074
2013-06-24 11:00:00Z;0.9740002
2013-06-25 11:00:00Z;0.9970001
2013-06-26 11:00:00Z;1.189
2013-06-27 11:00:00Z;0.9050001
2013-06-28 11:00:00Z;0.7689998
2013-06-29 11:00:00Z;0.6840001
2013-06-30 11:00:00Z;0.6320001
2013-07-01 11:00:00Z;0.5700001
2013-07-02 11:00:00Z;0.756
2013-07-03 11:00:00Z;1.159
2013-07-04 11:00:00Z;0.6770001
2013-07-05 11:00:00Z;0.6160001
2013-07-06 11:00:00Z;0.6999999
2013-07-07 11:00:00Z;1.04
2013-07-08 11:00:00Z;1.195
2013-07-09 11:00:00Z;2.61
2013-07-10 11:00:00Z;1.893
2013-07-11 11:00:00Z;1.24
2013-07-12 11:00:00Z;0.9309999
2013-07-13 11:00:00Z;1.438
2013-07-14 11:00:00Z;1.455
2013-07-15 11:00:00Z;1.383
2013-07-16 11:00:00Z;1.456
2013-07-17 11:00:00Z;0.962
2013-07-18 11:00:00Z;0.9679999
2013-07-19 11:00:00Z;0.893
2013-07-20 11:00:00Z;1.322
2013-07-21 11:00:00Z;2.08
2013-07-22 11:00:00Z;1.283
2013-07-23 11:00:00Z;0.9010001
2013-07-24 11:00:00Z;0.681
2013-07-25 11:00:00Z;0.5420001
2013-07-26 11:00:00Z;0.4529999
2013-07-27 11:00:00Z;0.3859999
2013-07-28 11:00:00Z;0.3360001
2013-07-29 11:00:00Z;0.3050001
2013-07-30 11:00:00Z;0.2899999
2013-07-31 11:00:00Z;0.284
2013-08-01 11:00:00Z;0.258
2013-08-02 11:00:00Z;0.2520001
2013-08-03 11:00:00Z;0.2359999
2013-08-04 11:00:00Z;0.2859999
2013-08-05 11:00:00Z;0.2990001
2013-08-06 11:00:00Z;0.258
2013-08-07 11:00:00Z;0.3030001
2013-08-08 11:00:00Z;0.3550001
2013-08-09 11:00:00Z;0.3769999
